country,zone,betti_0,betti_1,betti_2,total_pers_H0,total_pers_H1,total_pers_H2,max_pers_H0,max_pers_H1,max_pers_H2,entropy_H0,entropy_H1,n_features_H0,n_features_H1,n_features_H2
ALB,Orthodox/ex-Communist,23,2,0,5.9079951494932175,0.1686757355928421,0.0,1.0,0.08755555748939514,0.0,2.828677251738147,1.0759117254450643,24,5,0
AUS,English-speaking,22,0,0,4.264556385576725,0.02788493037223816,0.0,1.0,0.02788493037223816,0.0,2.7480837702208394,-1.000088900581841e-12,24,1,0
BGD,South/Southeast Asian,23,0,0,9.359303131699562,0.08405850827693939,0.0,1.0,0.047437846660614014,0.0,2.7712191337500074,0.9861207104065273,24,3,0
BGR,Orthodox/ex-Communist,23,1,0,5.53455488756299,0.09074671566486359,0.0,1.0,0.08674703538417816,0.0,2.7679464898798054,0.2073279769772049,24,3,0
BIH,Orthodox/ex-Communist,23,6,0,4.723621025681496,0.6220221817493439,0.0,1.0,0.07833249866962433,0.0,2.856415316629033,2.425045178722492,24,13,0
BLR,Orthodox/ex-Communist,21,0,0,4.438857983797789,0.2082500234246254,0.01648605614900589,1.0,0.03610751032829285,0.009906649589538574,2.696089232828985,2.4827219122094677,24,16,3
BRA,Latin America,20,1,0,4.732135994359851,0.08560366928577423,0.0,1.0,0.07843136787414551,0.0,2.547422072372834,0.3450818859341698,24,3,0
CHE,Protestant Europe,23,0,0,4.955025911331177,0.05060422420501709,0.0,1.0,0.025608107447624207,0.0,2.6127022621569207,1.2215747983290846,24,4,0
CHL,Latin America,23,2,0,4.552394330501556,0.49295876920223236,0.0017171651124954224,1.0,0.06767317652702332,0.0017171651124954224,2.826138087743006,2.7360022787492557,24,19,1
CHN,Confucian,23,0,0,8.593637943267822,0.015172004699707031,0.0,1.0,0.015172004699707031,0.0,2.6611117363996684,-1.000088900581841e-12,24,1,0
COL,Latin America,22,0,0,7.0352286621928215,0.0,0.0,1.0,0.0,0.0,2.647560413497087,0.0,24,0,0
DEU,Protestant Europe,14,0,0,3.844015773385763,0.006201107054948807,0.003977298736572266,1.0,0.0036211498081684113,0.003175102174282074,2.5221652299899153,0.6789842628957409,24,2,3
DOM,Latin America,23,0,0,4.817126952111721,0.12013722956180573,0.0,1.0,0.04227222502231598,0.0,2.854853543305279,1.3241133202695603,24,4,0
ESP,Catholic Europe,18,0,0,4.86669435352087,0.0,0.0,1.0,0.0,0.0,2.566439434700251,0.0,24,0,0
HUN,Catholic Europe,23,0,0,5.61880449950695,0.03371475636959076,0.07712322473526001,1.0,0.012854740023612976,0.0193004310131073,2.7849148149199143,1.4839219015214582,24,6,6
IND,South/Southeast Asian,23,0,0,6.112350791692734,0.04526679217815399,0.0,1.0,0.04308368265628815,0.0,2.6594286087772234,0.19326312651528194,24,2,0
LTU,Protestant Europe,23,2,0,4.279940731823444,0.6496783047914505,0.02126142382621765,1.0,0.10420432686805725,0.02126142382621765,2.8343679617816924,2.7355076725380174,24,20,1
LVA,Protestant Europe,22,0,0,4.721632193773985,0.18410718441009521,0.0,1.0,0.048108622431755066,0.0,2.8201496464769833,1.4945848474153376,24,6,0
MDA,Orthodox/ex-Communist,17,0,0,3.2612748462706804,0.0,0.0,1.0,0.0,0.0,2.5020596315710706,0.0,24,0,0
MEX,Latin America,21,1,0,4.288830157369375,0.13714314997196198,0.007338568568229675,1.0,0.07694610953330994,0.007338568568229675,2.7510991105266847,1.1540455652891861,24,4,1
MKD,Orthodox/ex-Communist,23,0,0,5.264269255101681,0.10028184950351715,0.03372253477573395,1.0,0.03452435880899429,0.024563312530517578,2.743324631331584,1.6884198456413864,24,8,2
MNE,Orthodox/ex-Communist,23,4,0,5.2411788403987885,0.32422304153442383,0.016757026314735413,1.0,0.07922950387001038,0.010312587022781372,2.924760374022577,1.975509710054165,24,9,3
NGA,African-Islamic,20,0,0,5.984859973192215,0.03384768217802048,0.0,1.0,0.01553664356470108,0.0,2.6164762365557115,1.2435165077811645,24,4,0
NOR,Protestant Europe,23,1,0,4.823887564241886,0.23149940371513367,0.0,1.0,0.11538362503051758,0.0,2.850032155707352,1.5140417646566753,24,7,0
PAK,South/Southeast Asian,23,1,0,14.958032362163067,0.17370349168777466,0.0,1.0,0.17370349168777466,0.0,2.9012218550648132,-1.000088900581841e-12,24,1,0
POL,Catholic Europe,23,1,0,6.2644168101251125,0.0914853885769844,0.014360897243022919,1.0,0.09023556113243103,0.010405465960502625,2.6606778714436556,0.08143210884161156,24,3,2
PRI,Latin America,18,0,0,3.6231326162815094,0.008983775973320007,0.0,1.0,0.008983775973320007,0.0,2.6045558487914033,-1.000088900581841e-12,24,1,0
ROU,Orthodox/ex-Communist,23,1,0,5.584223583340645,0.26414182782173157,0.0,1.0,0.05712234228849411,0.0,2.7969186383634055,2.102344938319523,24,10,0
RUS,Orthodox/ex-Communist,23,0,0,5.24935008585453,0.0766490176320076,0.04223033785820007,1.0,0.0354321151971817,0.014897778630256653,2.677699753405164,1.0578862937512274,24,3,5
SRB,Orthodox/ex-Communist,23,0,0,5.216414470225573,0.017877429723739624,0.14796309918165207,1.0,0.00961301475763321,0.025242909789085388,2.658969477390224,1.1970004036235309,24,4,12
SVK,Orthodox/ex-Communist,23,2,0,6.815241247415543,0.15488079190254211,0.0,1.0,0.08033707737922668,0.0,2.9064373078098473,1.0939584405779654,24,4,0
SVN,Catholic Europe,22,0,0,3.969980154186487,0.016131803393363953,0.0,1.0,0.016131803393363953,0.0,2.6720128897775446,-1.000088900581841e-12,24,1,0
TWN,Confucian,20,0,0,3.998484827578068,0.004041492938995361,0.0,1.0,0.003042936325073242,0.0,2.63050372267485,0.5591001374598623,24,2,0
UKR,Orthodox/ex-Communist,23,3,0,5.7802305072546005,0.4631424695253372,0.0,1.0,0.08881193399429321,0.0,2.9472200292450776,2.2124781197506467,24,11,0
URY,Latin America,18,0,0,5.6759974751621485,0.0,0.0,1.0,0.0,0.0,2.5092368707000547,0.0,24,0,0
USA,English-speaking,23,0,0,5.402052789926529,0.049570232629776,0.018987074494361877,1.0,0.027805238962173462,0.018987074494361877,2.928782303163153,1.0178124782469815,24,4,1
VEN,Latin America,23,2,0,5.574909247457981,0.24119466543197632,0.0,1.0,0.07674083113670349,0.0,2.7611911361152,1.5102190095548584,24,5,0
ZAF,African-Islamic,23,0,0,4.9034948498010635,0.03279736638069153,0.0,1.0,0.013582602143287659,0.0,2.8602957808080287,1.061690874942962,24,3,0
